date,daily_polarity,cumulated_polarity
2011-08-01,-0.18513888888888888,-1.3075276540299028
2011-08-02,-0.10032407407407407,-1.2337909006647985
2011-08-03,-0.10731481481481481,-1.1768608795140003
2011-08-04,-0.10029411764705881,-1.1204888051783068
2011-08-05,-0.3756102693602693,-1.3469372514868305
2011-08-07,-0.12,-1.2876301356641857
2011-08-08,-0.055277777777777766,-1.1714958854373885
2011-08-09,-0.019393939393939387,-1.0349378321278822
2011-08-10,-0.08131944444444443,-0.9784841787314691
2011-08-11,-0.1065046296296296,-0.9547309394271468
2011-08-12,-0.16777777777777775,-0.9954129293749006
2011-08-14,-0.12,-0.9829014696006897
2011-08-15,-0.12698412698412698,-0.97903968861294
2011-08-16,-0.1239872685185185,-0.9726951375553755
2011-08-17,-0.12713675213675213,-0.97034467007797
2011-08-18,-0.0853921568627451,-0.9265625064937187
2011-08-19,-0.24526430976430974,-1.048480869380849
2011-08-21,-0.08333333333333333,-0.992238227310448
2011-08-22,-0.16576923076923075,-1.025918621311955
2011-08-23,-0.2125,-1.1018461797575096
2011-08-24,-0.17796840958605664,-1.1331345117420077
2011-08-25,-0.0892361111111111,-1.0715253767844701
2011-08-26,-0.21614583333333331,-1.145027501489277
2011-08-28,-0.08392857142857142,-1.0765276070757936
2011-08-29,-0.16129870129870127,-1.094516692343654
2011-08-30,-0.03505968778696051,-0.9838720192873432
2011-08-31,-0.18346031746031743,-1.0363572271630996
2011-09-01,-0.12563492063492063,-1.0240300971089902
2011-09-02,-0.15625,-1.0439590598628161
2011-09-04,-0.2033333333333333,-1.1083183705723854
2011-09-05,-0.06249999999999999,-1.023276701336333
2011-09-06,-0.1258503401360544,-1.0129062978537886
2011-09-07,-0.03111607142857142,-0.9091821555557956
2011-09-08,-0.08345679012345678,-0.8716067076220076
2011-09-09,-0.2259259259259259,-0.9815025180374628
2011-09-11,-0.32857142857142857,-1.1794142700072587
2011-09-12,-0.07342592592592592,-1.0958340912452122
2011-09-13,-0.15976851851851853,-1.1097228740118168
2011-09-14,-0.12999999999999998,-1.0919942343280993
2011-09-15,-0.12552083333333333,-1.072146501726984
2011-09-16,-0.33194444444444443,-1.2613645520860364
2011-09-18,-0.19999999999999998,-1.2934490537316723
2011-09-19,-0.07999999999999999,-1.2012623991327713
2011-09-20,0.014062500000000006,-1.0272853256090815
2011-09-21,-0.09954365079365078,-0.9900745963018329
2011-09-22,-0.14166666666666666,-0.9999404533048084
2011-09-23,-0.15,-1.0168262800361167
2011-09-25,-0.19999999999999998,-1.081464230048499
2011-09-26,-0.08738095238095236,-1.0248783927803424
2011-09-27,-0.15453703703703703,-1.042981465669802
2011-09-28,-0.07296296296296294,-0.977100545401167
2011-09-29,-0.17158564814814814,-1.0186125167902689
2011-09-30,-0.28487654320987654,-1.1678892224242718
2011-10-02,-0.07142857142857142,-1.0838459277045964
2011-10-03,-0.0676046176046176,-1.0071666990659656
2011-10-04,-0.0499862258953168,-0.9230767786799441
2011-10-05,-0.0716490299823633,-0.8718438891925965
2011-10-06,-0.08061403508771929,-0.8363962346610273
2011-10-07,-0.35777777777777775,-1.0828311890396893
2011-10-09,-0.08571428571428572,-1.0243967126530036
2011-10-10,-0.02151960784313725,-0.9095464786187633
2011-10-11,-0.11158496732026144,-0.9000507084304684
2011-10-12,-0.03687499999999999,-0.8171090677928675
2011-10-13,-0.2787037037037037,-0.9870374962588135
2011-10-14,-0.10666666666666665,-0.9623076583981844
2011-10-16,-0.038095238095238085,-0.8722984799209716
2011-10-17,0.018333333333333344,-0.7378429408958345
2011-10-18,-0.11416666666666667,-0.7537864056159451
2011-10-19,0.017708333333333333,-0.6357324428272556
2011-10-20,-0.07499999999999998,-0.6261024048411438
2011-10-21,-0.3,-0.8427543377372287
2011-10-23,-0.15,-0.8805651103030039
2011-10-24,-0.062499999999999986,-0.8258424334127551
2011-10-25,-0.02799999999999999,-0.7439045542014283
2011-10-26,-0.024285714285714275,-0.6691601318464439
2011-10-27,-0.07312499999999998,-0.6532051296915996
2011-10-28,-0.3,-0.8662490909330985
2011-10-30,-0.15,-0.9009321926085889
2011-10-31,-0.17399305555555555,-0.9549912625014154
2011-11-01,-0.12916666666666665,-0.9570274865836679
2011-11-02,-0.15874999999999997,-0.9883759775728449
2011-11-03,-0.09888888888888887,-0.9556901804907695
2011-11-06,-0.15,-0.9784666964757102
2011-11-07,0.009444444444444453,-0.8387667103719176
2011-11-08,-0.06666666666666665,-0.7937749909342435
2011-11-09,-0.12033333333333332,-0.8084393303486298
2011-11-10,-0.07049999999999998,-0.7713181887680635
2011-11-11,-0.3,-0.9686386915183727
2011-11-13,-0.15,-0.9896914745202114
2011-11-14,0.03194444444444445,-0.8259972223882965
2011-11-15,-0.07166666666666666,-0.7877054040101169
2011-11-16,-0.06124999999999999,-0.7440944062501585
2011-11-17,-0.040416666666666656,-0.6854556627726625
2011-11-20,-0.15,-0.7442063653162344
2011-11-21,-0.16509259259259257,-0.8102286435386461
2011-11-22,-0.16249999999999998,-0.8648693048282203
2011-11-23,-0.09635416666666666,-0.8460902531945538
2011-11-24,-0.2009375,-0.934394441688394
2011-11-27,-0.15,-0.9600058911490786
2011-11-28,0.07291666666666667,-0.7592912240004481
2011-11-29,-0.14131944444444444,-0.7995322260046975
2011-11-30,-0.11648809523809524,-0.8095849120996352
2011-12-01,-0.013993055555555555,-0.7158043238259227
2011-12-04,-0.15,-0.7705149488703148
2011-12-05,-0.030416666666666665,-0.6983590472694837
2011-12-06,-0.20666666666666664,-0.8120586908351742
2011-12-07,-0.11791666666666666,-0.8218723990517448
2011-12-08,-0.14305555555555555,-0.8555185747081749
2011-12-09,-0.28518518518518515,-1.026815330425477
2011-12-11,-0.13888888888888887,-1.0290124059594152
2011-12-12,-0.12638888888888888,-1.0184170021838679
2011-12-13,-0.12430555555555556,-1.0071487474785832
2011-12-14,-0.22916666666666666,-1.102241657616927
2011-12-15,-0.10888888888888888,-1.0643978220610093
2011-12-16,-0.109375,-1.0320779484869151
2011-12-18,-0.12222222222222222,-1.0169077865850353
2011-12-19,-0.14638888888888887,-1.0279237751633301
2011-12-20,-0.12436507936507936,-1.015449482681945
2011-12-21,-0.04779761904761904,-0.928068333897352
2011-12-22,-0.13518253968253968,-0.9397044677961265
2011-12-23,-0.03333333333333331,-0.8479423687623018
2011-12-25,-0.15,-0.8850624997418578
2011-12-27,-0.19624999999999998,-0.9634911209238676
2011-12-28,-0.1436111111111111,-0.9788402704455417
2011-12-29,-0.11979797979797979,-0.9683329776327108
2011-12-30,-0.16999999999999998,-1.009426457909084
2012-01-01,-0.15,-1.0250494877844916
2012-01-03,-0.09666666666666666,-0.9852594137772864
2012-01-04,-0.06666666666666665,-0.9207662779910158
2012-01-05,-0.07277777777777777,-0.8709697150034216
2012-01-06,-0.15833333333333333,-0.9133577306215132
2012-01-08,-0.12222222222222222,-0.913991853463992
2012-01-09,-0.16458333333333333,-0.9569026716529746
2012-01-10,-0.14708333333333332,-0.9766011116012016
2012-01-11,-0.06816849816849815,-0.9147624186870406
2012-01-12,-0.11462121212121214,-0.9076085364030301
2012-01-13,-0.06999999999999999,-0.8567857818323951
2012-01-15,-0.15,-0.8927286590906841
2012-01-16,-0.1515,-0.9253867450393279
2012-01-17,-0.07696969696969697,-0.8791670149660464
2012-01-18,-0.1272435897435897,-0.8893740452069926
2012-01-19,-0.09840909090909089,-0.8693877953104517
2012-01-20,-0.225,-0.9786530660671651
2012-01-22,-0.15833333333333333,-1.0067060478297136
2012-01-23,-0.1917380952380952,-1.0644293196465229
2012-01-24,-0.09944444444444445,-1.0221746974921369
2012-01-25,-0.11794871794871795,-1.004049372888479
2012-01-26,-0.04553571428571428,-0.9159239259007659
2012-01-27,-0.2333333333333333,-1.0273275425491302
2012-01-29,-0.15833333333333333,-1.0489008757738385
2012-01-30,-0.19307692307692306,-1.1023459113138747
2012-01-31,-0.09967948717948717,-1.0552787955774587
2012-02-01,-0.05801892551892551,-0.9728167914800141
2012-02-02,-0.06560606060606061,-0.9089194376459657
2012-02-03,-0.09666666666666665,-0.8845888398153177
2012-02-05,-0.09999999999999999,-0.8668305156015524
2012-02-06,-0.20666666666666664,-0.9581028834707073
2012-02-07,-0.1275213675213675,-0.9580795828890472
2012-02-08,-0.08076923076923076,-0.9113072473776183
2012-02-09,-0.08426406926406925,-0.874256181897898
2012-02-10,-0.18208333333333332,-0.9399566961405961
2012-02-12,-0.19,-1.0048276866064796
2012-02-13,-0.13717948717948716,-1.0082424017557456
2012-02-14,-0.11944444444444444,-0.9934675001175441
2012-02-15,-0.0963095238095238,-0.9575245437814839
2012-02-16,0.007929292929292937,-0.8221275725432506
2012-02-17,-0.23499999999999996,-0.9476842234130082
2012-02-19,-0.21666666666666665,-1.0381931758853171
2012-02-20,-0.15972222222222218,-1.059708942068657
2012-02-21,-0.016794871794871786,-0.9354331338418358
2012-02-22,-0.06254273504273503,-0.8734490454642763
2012-02-23,-0.009079861111111105,-0.7662535351819838
2012-02-24,-0.0738095238095238,-0.738057779064234
2012-02-26,-0.21666666666666665,-0.8564726440761534
2012-02-27,-0.00444444444444444,-0.7469016513346649
2012-02-28,-0.06071581196581196,-0.7081883467947487
2012-02-29,-0.09777777777777776,-0.711690604474763
2012-03-01,-0.13180555555555554,-0.748754412034575
2012-03-02,-0.16388888888888886,-0.8129675410221033
2012-03-04,-0.21666666666666665,-0.9214102611929773
2012-03-05,-0.11504273504273504,-0.9137929270739695
2012-03-06,-0.07839743589743589,-0.8705443293258897
2012-03-07,-0.12999999999999998,-0.8846556398454576
2012-03-08,-0.0386111111111111,-0.8054995341824943
2012-03-09,-0.08148148148148147,-0.7797512259233518
2012-03-11,-0.21666666666666665,-0.8926157717227311
2012-03-12,-0.03444444444444444,-0.8082333299193332
2012-03-13,-0.1727106227106227,-0.8733502342591899
2012-03-14,-0.16888888888888884,-0.9259769057098246
2012-03-15,-0.06142857142857143,-0.864137486667476
2012-03-16,-0.08148148148148147,-0.8305831710191838
2012-03-18,-0.15,-0.8700141948609561
2012-03-19,-0.06458333333333333,-0.8187794113272441
2012-03-20,-0.19608974358974357,-0.905871520039795
2012-03-21,-0.12157738095238095,-0.9068573816879831
2012-03-22,-0.03852237654320987,-0.8246569989538375
2012-03-23,-0.11354166666666665,-0.8284185939340569
2012-03-25,-0.21666666666666665,-0.9348044374902204
2012-03-26,-0.07726190476190475,-0.8876232122105769
2012-03-27,-0.0791025641025641,-0.8485635100731789
2012-03-28,-0.14474358974358972,-0.8803445431604694
2012-03-29,0.007676767676767678,-0.7554744609547129
2012-03-30,-0.049999999999999996,-0.7049041140273222
2012-04-01,-0.09999999999999999,-0.7110657978932674
2012-04-02,0.01678321678321679,-0.5996240086786861
2012-04-03,-0.14027972027972027,-0.6600805215628844
2012-04-04,-0.1863095238095238,-0.7585187400079615
2012-04-05,-0.03456439393939393,-0.6921075261986497
2012-04-06,-0.22916666666666666,-0.8291393853790457
2012-04-08,-0.1668560606060606,-0.8856186696036046
2012-04-09,-0.0781196581196581,-0.8458429104051807
2012-04-10,-0.04044871794871795,-0.7736912436393419
2012-04-11,-0.05965811965811965,-0.7303539599992984
2012-04-12,-0.010416666666666666,-0.6435443735850868
2012-04-13,-0.11666666666666664,-0.6745410616361528
2012-04-15,-0.21666666666666665,-0.8014114054730723
2012-04-16,-0.03986013986013986,-0.7345859758724782
2012-04-17,-0.0967948717948718,-0.7335912197451433
2012-04-18,-0.16460317460317458,-0.8005371904510187
2012-04-19,-0.121875,-0.81584299833009
2012-04-20,-0.07343749999999999,-0.7806737649182791
2012-04-22,-0.12962962962962962,-0.8063784633520545
2012-04-23,-0.1598076923076923,-0.8588393610221001
2012-04-24,-0.12967948717948719,-0.8741883486851134
2012-04-25,-0.010416666666666663,-0.7682312263608971
2012-04-26,6.938893903907228e-18,-0.6659626720302411
2012-04-27,-0.14270833333333333,-0.7200166557749276
2012-04-29,-0.20694444444444446,-0.8311109707877633
2012-04-30,-0.13993589743589743,-0.8604076302517282
2012-05-01,-0.07791666666666666,-0.8237850261083157
2012-05-02,-0.14069444444444446,-0.8548154777228696
2012-05-03,-0.075,-0.8160206460023496
2012-05-04,-0.0296875,-0.7370777637593031
2012-05-06,-0.15,-0.7889564238002251
2012-05-07,-0.014102564102564105,-0.6980314517609175
2012-05-08,-0.017521367521367518,-0.622629406383442
2012-05-09,-0.15935897435897434,-0.6991026464873545
2012-05-10,-0.07996527777777777,-0.6860019116745295
2012-05-11,-0.16203703703703703,-0.7567169334540628
2012-05-13,-0.21666666666666665,-0.8726478526447228
2012-05-14,-0.0526068376068376,-0.8090859753290005
2012-05-15,-0.03668091168091167,-0.7380596626914431
2012-05-16,-0.041388888888888885,-0.6811964991731746
2012-05-17,-0.02103535353535352,-0.6115495440557714
2012-05-18,-0.04305555555555555,-0.5731943398998038
2012-05-20,-0.25,-0.7468895055210341
2012-05-21,0.03902777777777778,-0.6084342281137476
2012-05-22,-0.08180555555555555,-0.6092437413589239
2012-05-23,-0.01134259259259259,-0.5394825275377594
2012-05-24,-0.13279320987654322,-0.6004586903003958
2012-05-25,-0.09722222222222221,-0.6177465905565739
2012-05-27,-0.35,-0.8855108669995181
2012-05-28,-0.11575757575757574,-0.8833873763480803
2012-05-29,-0.03694444444444444,-0.8027334379188917
2012-05-30,-0.11089743589743589,-0.8067693126198074
2012-05-31,-0.1564102564102564,-0.8557807437170128
2012-06-01,-0.10520833333333333,-0.8470657470933859
2012-06-03,-0.14166666666666664,-0.8759692424572995
2012-06-04,0.0025641025641025645,-0.7567942745830389
2012-06-05,-0.0012820512820512818,-0.6573302825755584
2012-06-06,-0.11692307692307691,-0.6867481717243704
2012-06-07,-0.08474747474747474,-0.6800742875091739
2012-06-08,-0.050231481481481474,-0.6397728515115353
2012-06-10,-0.21666666666666665,-0.7712716125021711
2012-06-11,-0.07474358974358973,-0.7433419053264081
2012-06-12,-0.013333333333333327,-0.657720003018988
2012-06-13,-0.07762820512820512,-0.6477911399689886
2012-06-14,-0.04692129629629629,-0.6084771191893892
2012-06-15,-0.034374999999999996,-0.5618503671289385
2012-06-17,-0.21666666666666665,-0.7037223328972694
2012-06-18,-0.03547785547785547,-0.6455191934271385
2012-06-19,-0.0682051282051282,-0.6277914508516773
2012-06-20,-0.13675213675213674,-0.680970671147558
2012-06-21,-0.18483796296296295,-0.7751563881588297
2012-06-22,0.0033333333333333353,-0.6686326084117297
2012-06-24,-0.15,-0.7296228312844457
2012-06-25,-0.027070707070707065,-0.6595646146643485
2012-06-26,-0.05955026455026455,-0.6313122524600328
2012-06-27,-0.14786324786324784,-0.6951338873623577
2012-06-28,-0.060127314814814814,-0.6627235191366747
2012-06-29,-0.26964285714285713,-0.8441432295271071
2012-07-01,-0.26666666666666666,-0.9984357765674607
2012-07-02,-0.0863034188034188,-0.9518253278296605
2012-07-03,-0.13128205128205128,-0.9563983924000555
2012-07-04,-0.15141414141414142,-0.9804947711423518
2012-07-05,-0.1552188552188552,-1.005188103142772
2012-07-06,-0.34375,-1.2151253517062752
2012-07-08,-0.10833333333333332,-1.16169864615367
2012-07-09,-0.0051602564102564055,-1.0122111389305792
2012-07-10,-0.024658119658119655,-0.9021215858779995
2012-07-11,-0.1868452380952381,-0.9688745037804612
2012-07-12,-0.014814814814814817,-0.8547107097735205
2012-07-13,-0.11276041666666667,-0.8536902416491233
2012-07-15,-0.19305555555555554,-0.9331007592735726
2012-07-16,-0.11259615384615383,-0.9214805803005282
2012-07-17,-0.11229166666666664,-0.911102816778167
2012-07-18,0.028535353535353546,-0.7612795427297785
2012-07-19,-0.060227272727272727,-0.720163683851642
2012-07-20,-0.049305555555555554,-0.6735995372892205
2012-07-22,-0.15833333333333333,-0.7422618854913069
2012-07-23,-0.16324074074074071,-0.8066911651000548
2012-07-24,-0.04291666666666666,-0.742219409615629
2012-07-25,-0.10602564102564102,-0.7494392439870572
2012-07-26,-0.15704545454545454,-0.8067177723633185
2012-07-27,-0.13214285714285715,-0.831468665340316
2012-07-29,-0.35,-1.0707818103182996
2012-07-30,-0.11594907407407407,-1.0441861608934992
2012-07-31,-0.18855555555555553,-1.0937374616591171
2012-08-01,-0.08637499999999998,-1.0345118336411503
2012-08-02,-0.20246913580246914,-1.099264581416019
2012-08-03,-0.1640873015873016,-1.1170154731949826
2012-08-05,-0.42777777777777776,-1.396093805169499
2012-08-06,-0.18333333333333332,-1.3935761990129085
2012-08-07,-0.1568611111111111,-1.364921519653262
2012-08-08,-0.1724861111111111,-1.3557064113919575
2012-08-09,-0.03492063492063491,-1.2101525615059505
2012-08-10,-0.25416666666666665,-1.303221177562247
2012-08-12,-0.21666666666666665,-1.3464003039817867
2012-08-13,-0.13198005698005696,-1.299144724718794
2012-08-14,-0.09145299145299145,-1.2176528418887473
2012-08-15,-0.08215811965811966,-1.137714457859477
2012-08-16,-0.09763888888888889,-1.0838984086335286
2012-08-17,-0.12638888888888888,-1.0659964649076863
2012-08-19,-0.10833333333333332,-1.0324221099736268
2012-08-20,-0.11557539682539682,-1.0105593071749854
2012-08-21,-0.08557692307692306,-0.9616084528537729
2012-08-22,-0.11239316239316237,-0.9459902783850629
2012-08-23,-0.04358333333333333,-0.8636413990438663
2012-08-24,-0.22499999999999998,-0.9736716421404549
2012-08-26,-0.21666666666666665,-1.0607210948516945
2012-08-27,-0.14701923076923076,-1.066534905694981
2012-08-28,-0.11458333333333331,-1.0391388723924568
2012-08-29,-0.13741666666666666,-1.0382231899150116
2012-08-30,-0.16578571428571426,-1.0657984526311732
2012-08-31,-0.23124999999999998,-1.155167124173905
2012-09-02,-0.21666666666666665,-1.218055517130999
2012-09-03,-0.07766666666666665,-1.1335720751363083
2012-09-04,-0.11557692307692308,-1.0982455027865408
2012-09-05,-0.15237179487179486,-1.1044165497374736
2012-09-06,-0.08566239316239316,-1.0430566922481563
2012-09-07,-0.2756944444444444,-1.1798972391408977
2012-09-09,-0.21666666666666665,-1.239493507254166
2012-09-10,-0.1385897435897436,-1.2130792719122216
2012-09-11,-0.07397435897435896,-1.125565970440105
2012-09-12,-0.006923076923076912,-0.9826513414084703
2012-09-13,-0.05217592592592592,-0.9040146569527994
2012-09-14,-0.26785714285714285,-1.0515274700197665
2012-09-16,-0.32499999999999996,-1.2365459247403572
2012-09-17,-0.11190476190476191,-1.183839096088329
2012-09-18,-0.12333333333333334,-1.1495772825925372
2012-09-19,-0.17944444444444443,-1.1759875847787842
2012-09-20,-0.13552188552188552,-1.1549595331472067
2012-09-21,-0.06666666666666665,-1.0678755610577673
2012-09-23,-0.19166666666666665,-1.117384390230971
2012-09-24,-0.0375,-1.0061358334170614
2012-09-25,-0.08443452380952379,-0.9566314419455046
2012-09-26,-0.08321759259259259,-0.9125002478212996
2012-09-27,-0.06962121212121211,-0.8606475104740604
2012-09-28,-0.17916666666666667,-0.9252429729716425
2012-09-30,-0.19,-0.9920726851682713
2012-10-01,-0.255,-1.1150058857181941
2012-10-02,-0.10826923076923077,-1.07484319118971
2012-10-03,-0.05091269841269841,-0.9826705065520174
2012-10-04,-0.0683080808080808,-0.9201634256743406
2012-10-05,-0.20138888888888887,-0.9990582267643937
2012-10-07,-0.1875,-1.0535614973456586
2012-10-08,-0.3333333333333333,-1.246642511409994
2012-10-09,-0.028076923076923076,-1.1087637651073106
2012-10-10,-0.0587797619047619,-1.0199425659200911
2012-10-11,-0.026435185185185176,-0.9106008545958049
2012-10-12,6.938893903907228e-18,-0.7893797563427318
2012-10-14,-0.21666666666666665,-0.900962531950364
2012-10-15,-0.09551282051282052,-0.8765373279635582
2012-10-16,-0.14820601851851853,-0.9080568564362038
2012-10-17,-0.09097222222222222,-0.8781466427833908
2012-10-18,-0.06973484848484847,-0.8309807658535874
2012-10-19,-0.20595238095238091,-0.9263112419883361
2012-10-21,-0.21666666666666665,-1.0196654106364975
2012-10-22,-0.09436352157943068,-0.9782889311999046
2012-10-23,-0.06522435897435898,-0.913281413001782
2012-10-24,-0.13837442472057854,-0.9300778979044414
2012-10-25,-0.08106060606060606,-0.8873245808000723
2012-10-26,-0.19,-0.9592020690006767
2012-10-28,-0.21666666666666665,-1.048177741678002
2012-10-29,-0.1926440329218107,-1.1012861521925255
2012-10-30,-0.0880787037037037,-1.042759330340319
2012-10-31,-0.10980769230769229,-1.013752710538014
2012-11-01,-0.006249999999999992,-0.8850498205772476
2012-11-02,-0.26607142857142857,-1.0333015582077079
2012-11-04,-0.21666666666666665,-1.1124129512543546
2012-11-05,0.041025641025641026,-0.9233005618126351
2012-11-06,-0.07211538461538461,-0.8725042364776845
2012-11-07,-0.1264699074074074,-0.8828245474483184
2012-11-08,-0.01285353535353535,-0.7781546248934382
2012-11-09,-0.19166666666666665,-0.8662317135751807
2012-11-11,-0.14444444444444443,-0.8953615730054979
2012-11-12,-0.09512820512820512,-0.8712973650522301
2012-11-13,-0.10398860398860399,-0.8592970338629483
2012-11-14,-0.09519230769230767,-0.8400979156689811
2012-11-15,-0.1568181818181818,-0.8850804985378133
2012-11-16,-0.20999999999999996,-0.9772567236823031
2012-11-18,-0.21666666666666665,-1.063828922809125
2012-11-19,-0.11939814814814814,-1.0416079304464207
2012-11-20,-0.09323653198653198,-0.9961834270950585
2012-11-21,-0.2825892857142857,-1.1461586827603882
2012-11-22,-0.0814285714285714,-1.0750082031203316
2012-11-23,-0.2916666666666667,-1.2235675200018359
2012-11-25,-0.19,-1.25068364194173
2012-11-26,-0.10840277777777778,-1.1925927865561328
2012-11-27,-0.0891898148148148,-1.123022144881812
2012-11-28,-0.12181818181818181,-1.0953412601462713
2012-11-29,-0.014426078971533514,-0.9639532100768505
2012-11-30,-0.1847222222222222,-1.020351956431088
2012-12-02,-0.15833333333333333,-1.0428538943303034
2012-12-03,-0.05435897435897435,-0.9583859680223257
2012-12-04,-0.10675925925925926,-0.9375628743684977
2012-12-05,-0.11280753968253966,-0.9255600750988464
2012-12-06,-0.02890624999999999,-0.8312538239943084
2012-12-07,-0.12269230769230768,-0.8432878767958009
2012-12-09,-0.12777777777777777,-0.8588054012993115
2012-12-10,0.05496794871794872,-0.6895114738545103
2012-12-11,-0.09177960927960928,-0.6895018675882596
2012-12-12,-0.06615384615384615,-0.6638677770025844
